,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
10,MADDOW," In terms of the knock-on effects here, it`s not just his career. One of the things that you were highlighting today when you rode up at AOL.com, when you rode up basically the overview of what happened today, is that there may be some other shoes to drop here. There is – there`s a lot of stuff that came out in that report that was – that was that was just released, in all those thousands of pages of exhibits. There is a utility company that seems to have explicably had the governor`s alleged mistress on its payroll. The head of Alabama law enforcement agency appears to have been sort of an insider in terms of this – the affair and maybe the efforts to cover it up. Do you expect that those things will be pursued?",1,722.0,138.0,host,11.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
11,ARCHIBALD," I think there will be some things pursued. I do think that ahead of their law enforcement agencies is particularly in trouble because he has painted time and time again by sworn testimony and witnesses as having had intimate knowledge of the affair, the text messages and such. But when he was immediately promoted ahead of law enforcement, he stood beside the governor and said that that – he had no knowledge of it, and he has continued that and it is inexplicable in trouble. There are others, Rebekah Mason, the aide, her husband will face some real scrutiny. And as you mentioned before, this will not wash off of Luther Strange.",1,635.0,113.0,guest,12.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
12,MADDOW, Luther Strange is obviously a law enforcement connection to this. He was the state attorney general when the governor appointed him to take Jeff Sessions seat in the United States Senate. Why might this be a problem for him?,1,225.0,40.0,host,13.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
13,ARCHIBALD," Well, we all know that it`s a difficult to unseat a sitting senator, but he was supposed to be a hit in charge of the investigation that was looking into Bentley and implored Alabama House of Representatives not to proceed with an impeachment because he was going to handle – because his office was going to handle it. Then, he immediately when Sessions seat became available went to the governor and parlayed that into an appointment as senator. And I just think he way underestimated how much Alabama will hold him responsible for that.",1,539.0,95.0,guest,14.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
14,MADDOW," John Archibald, columnist for “The Birmingham News” – again did more than anybody anywhere to break this story that has now resulted in the resignation of the governor. John, I know that this is still an ongoing reporting project for you. Thanks for letting us know and it`s weird to say congratulations on this, but as a repeat of reporting and journalism, you deserve a lot of the credit here, sir.",1,401.0,72.0,host,15.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
15,ARCHIBALD," Thank you, Rachel.",1,19.0,4.0,guest,16.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
16,MADDOW, Thanks. Appreciate it. Much more ahead tonight. Stay with us.,1,62.0,11.0,host,17.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
17,MADDOW," So, spring last year toward the end of the presidential primary season, city of Dallas started experiencing something weird. A mini outbreak of tampering with their highway signs. Roadside traffic warnings instead we`re turning into political messages.",1,253.0,38.0,host,18.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
18,REPORTER," This is the kind of information you`d expect to see posted on one of these traffic signs set up along I-30. But earlier today, the message on the same sign was urging voters to feel the burn. Wayne Cox is one of thousands of motorist who drove past what a three traffic signs that were broken into and hacked early this morning. Another sign on westbound on I-30 between Westmoreland and Cockrell Hill display the statement “Donald Trump is a shape-shifting lizard”.",1,467.0,83.0,guest,19.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
19,MADDOW," Hacking into roadsides. I know how that one ends, it`s still funny to see. Hacking into road signs to call Donald Trump a shape-shifting lizard is funny, right? But you can also see how that kind of hacking could potentially be dangerous. I should also mention it`s a felony. In the Trump is a shape-shifting lizard case, whoever was responsible for that, did it by actually physically breaking in to the highway signs, cutting open the locks on those signs and then reprogramming what they would say. I should say that the Dallas authorities never actually caught who did that last year but that was May of last year. Then on Friday night, this past Friday night, Dallas got hacked again, except this time, it was way worse, way louder and less funny.",1,753.0,134.0,host,20.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
20,MADDOW," If you were in Dallas, Texas, on Friday night between the hours of 11:40 p.m. and 1:20 a.m., this is what it sounded like everywhere. A calm, otherwise warm normal night suddenly interrupted by the sound of all – listen to that – all of 156 of the city`s emergency sirens going off simultaneously. These are emergency sirens that worn in the event of tornadoes or other big weather emergencies, but there weren`t tornadoes. There weren`t any wasn`t anything else going on that would warrant all these things going off. But all 156 of them started going off, almost continuously for an hour and a half. Ultimately, the only way officials could stop the sirens was basically to pull the plug on the whole system. 911 lines were flooded with a surge of calls from people who understandably were freaking out what`s the emergency, what`s the emergency. Initially, the city said it was a malfunction. But by Saturday afternoon, officials said actually it was a hack, but not a hack in the way we traditionally think of hacking. It was not a hack done remotely by a computer. In fact, the sirens are not operated by a computer-based system at all. They`re radio-controlled. They get turned on and off by radio transmissions, by sounds. According from “The Dallas Morning News”, it appears somebody took control of the frequency and transmitted the tones that turned on all 156 sirens across the city. Well, today, the city said the system was finally back up and running. All fixed. They are not discussing the details of how their infrastructure was targeted, but they do say they believe the attack on the sirens came from the Dallas area. They say, quote, “We are taking Friday night`s incident very seriously.” As for who might have done this, whether it was just a benign hack designed to point out a security weakness, or it was just done for fun or it was done with more malicious intent, we have no idea. Dallas PD and the FBI are both investigating. Joining us now is Xeni Jardin. She`s a tech culture journalist. She`s co-editor of Boing Boing and she`s an American hero. Xeni, it`s very nice to see you. Thanks for being here.",1,2132.0,376.0,host,21.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
21,"XENI JARDIN, BOINGBOING.NET TECH CULTURE JOURNALIST"," Hey, thank you, Rachel. It`s you who`s the hero.",1,49.0,10.0,guest,22.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
22,MADDOW," Oh, well – now let`s just end this here, it seems like we peaked. All right. Let`s – when I first heard this story, I assumed that it was a computer-based hack. When I heard that it was a sound based hack, the first thing that occurred to me was that this was – this is like the beginning of hacker school. This is how people used to hack long-distance phone calls, right?",1,373.0,74.0,host,23.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
23,JARDIN," This is a OG hacking school. So, back in the day, back in the `80s and early `90s, hackers like Kevin Mitnick and a dude named Captain Crunch were you know taking the whistles out of Captain Crunch cereal boxes, and there`s some dual-tone multi-frequency DTMF. When you when you pick up a touch-tone phone, a landline phone and you touch the little numbers, you know, there`s two different tones. Well that`s an example of a tone that municipalities might use to say, turn on an emergency alert system, or control waters, or like a control the dam, or flood control systems. The idea of these systems is that they were they were pre-internet. Their radio broadcast. So, if there`s a legitimate emergency, they can`t be shut down. Let`s say, you know, all the power goes out, chances are that you can broadcast a sound to these alarms. And the reason that you had 156 of them going on for 90 seconds each different 15 times, nobody`s sure exactly how this was pulled off but they didn`t actually have to gain access to a computer. It seems like, according to the smartest tech forensic minds that I`ve spoken to, it seems like there was a combination of somebody having access to the codes, perhaps somebody in Dallas having access to the physical boxes, somebody knowing the exact frequencies, signs point to this. If not being an inside job, at least somebody having inside access.",1,1383.0,245.0,guest,24.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
24,MADDOW," And, Xeni, in terms of infrastructure hacks, obviously, we all learn about different kinds of hacking with every new news story that makes it more and more relevant to our lives, we`re all learning about, you know, Russian intelligence services and they`re hacking strategies, for example, because of Trump story. Is there a culture or subculture in hacking that`s specifically about showing off what you can do with infrastructure, that`s about embarrassing cities and embarrassing governments in terms of having old-school tech that they maybe aren`t protecting very well?",1,575.0,90.0,host,25.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
25,JARDIN," Not only is there is subculture, it`s pretty much this is this is epic pawnage. You know this is like an epic hack. You woke everybody up. You freaked everybody out. So, in terms of pranks, you know, whoever pulled this off got good bragging rights. What`s frightening about this is that – well, first of all, as I recall it was the first night we began bombing Syria and who knows maybe people would have been frightened that they were in imminent endanger themselves. But even beyond the sort of emergency reaction that keep people could have when they`re frightened, what if this was the water system? What if it was the electricity system? Hacks like this are kind of their low probability, high impact event. And part of what`s tricky here is that we know that municipal governments in the U.S. spend very, very little of their I.T. budget if they even have an I.T. budget, on security. So big concerns now as the federal government is being – it`s being shrunk before our very eyes, what`s going to happen on the state and the local level in terms of protecting this very unsexy but high impact infrastructure? You know, in my opinion there should be a chief information security officer for every city in America that`s not going to happen. So, could we see maybe private public partnerships where large companies, you know, maybe someday at a Google or a Facebook will say, you know, we think that this part of the great ought to be protected, these kinds of arcane systems. Let`s create a new kind of security infrastructure. I don`t know how that will play out now under Trump, but you know, not all of the hacks are digital and not all of the infrastructure risks can be seen in terms of bridges that fall down.",1,1723.0,312.0,guest,26.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
26,MADDOW, Yes.,1,5.0,2.0,host,27.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
27,JARDIN, Yes.,1,5.0,2.0,guest,28.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
28,MADDOW," When Dallas going through something like this, maybe – I mean we may see change of that kind a sort of demonstration project change of that kind come from Dallas because they`ve been through this now very high-profile, annoying, but not ultimately dangerous –",1,260.0,45.0,host,29.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
29,JARDIN, That`s right and they`ve been touched by real terror scares as well. This is – this is more than just a joke and everybody`s on edge right now.,1,144.0,29.0,guest,30.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
30,MADDOW," Xeni Jardin, tech culture journalist, co-editor of Boing Boing – Xeni, it`s great to see you. Thank you for being here, my friend.",1,131.0,24.0,host,31.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
31,JARDIN," Thank you, Rachel.",1,19.0,4.0,guest,32.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
32,MADDOW," All right. We got some unexpected news tonight on the fierce and current battle for the control of Congress. Congress will not just be decided by the midterms next year, it`s happening right now. That story`s just ahead. Stay with us.",1,235.0,42.0,host,33.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
33,MADDOW," Tom Price our nation`s new secretary of health and human services. He is also a walking, talking billboard advertising what it means to have conflicts of interest while you hold high government office. While heading a key congressional committee on health care, Tom Price traded in stocks in health companies, while he was sponsoring and voting on legislation that would affect the prices of those company`s stocks. He got special non-public deals from a foreign bio-tech firm where he got to buy his stock cheaper than the general public. He is accused of severely under-valuing his stock holdings on his financial disclosure forms. All of that was reported in the press before Senate Republicans voted to confirm him as health secretary in February. Since then, there`s only been more. The latest from “ProPublica”, who report now on the same day that his stockbroker bought him $90,000 worth of pharmaceutical company stock, Tom Price that same day, quote, “arranged a call to a top U.S. health official to try to convince that official to get rid of a rule that could have hurt the profits of that company.” This is not been good news for Tom Price and it keeps stacking up. I mean, the silver ling for us the American people in terms of not being deprived of honest services here, is that Tom Price can no longer get campaign donations from these industries that he has been serving so well now that he is no longer in Congress, right? You know who can, though? His wife. His wife is named Betty Price. She`s a state rep for Georgia`s 48th house district. Since her husband Tom Price was nominated to be the health and human services secretary, health companies from outside her state, certainly from outside her district have suddenly become very interested in her little house district and started flooding her with money. And it does open this new avenue of questioning as to whether it is appropriate for the wife of the health and human services secretary to continue to receive donations from the health care industry that her husband is now intimately involved with. And now, she is playing an active role in the special election to replace her husband in Georgia`s sixth congressional district. She`s just cut – Betty Price just cut a brand-new radio ad in support of Republicans in the upcoming election. The race, the race to replace Tom Price, the sixth congressional district in Georgia is getting a lot of national attention now in part because national players are intimately involved with the politics back home, but also because that race is one of the first tests of the Trump effect, right, what the nation`s reaction to trump looks like back home in these congressional districts that are about to start having special elections. Today, something practically unthinkable even just a few months ago, happened in that Georgia race. We`ve got more on that next. Stay with us.",1,2897.0,496.0,host,34.0,0,MSNBC,The Rachel Maddow Show,2017-04-10
